eurlex4k,bert-base,1724910838.0891442,64.9,62.3
eurlex4k,bert-base,1724911159.4091628,81.6,61.3
eurlex4k,bert-base,1724911480.008206,51.9,62.4
eurlex4k,bert-base,1724911802.069081,81.2,62.6
eurlex4k,bert-base,1724912122.1227431,70.6,61.5
eurlex4k,bert-base,1724912442.0597053,68.5,62.4
eurlex4k,bert-base,1724912765.5072565,82.0,62.6
eurlex4k,bert-base,1724913080.711434,71.4,62.3
eurlex4k,bert-base,1724913403.1522634,63.3,61.8
eurlex4k,bert-base,1724913724.1796222,85.0,62.6
eurlex4k,bert-base,1724914043.1090279,89.2,61.2
eurlex4k,bert-base,1724914361.2128398,60.7,61.8
eurlex4k,distilbert,1724924359.060382,57.9,49.9
eurlex4k,distilbert,1724924551.3991413,55.7,49.6
eurlex4k,distilbert,1724924743.3502698,57.1,50.9
eurlex4k,distilbert,1724924935.1208181,73.7,50.4
eurlex4k,distilbert,1724925124.8238754,48.2,50.6
eurlex4k,distilbert,1724925314.0061626,73.6,50.1
eurlex4k,distilbert,1724925504.4602509,48.2,50.3
eurlex4k,distilbert,1724925695.307933,76.4,51.3
eurlex4k,distilbert,1724925885.2647207,48.0,55.5
eurlex4k,distilbert,1724926075.4991148,80.1,55.8
eurlex4k,distilbert,1724926267.949881,76.5,54.9
eurlex4k,distilbert,1724926464.519613,44.2,54.7
eurlex4k,distilbert,1724926652.0351288,47.0,58.0
eurlex4k,distilbert,1724926838.7147574,44.0,60.8
eurlex4k,distilbert,1724927034.0642047,72.8,65.2
eurlex4k,distilbert,1724927239.0151033,70.7,63.6
eurlex4k,distilbert,1724927441.9353247,65.7,64.4
eurlex4k,distilbert,1724927644.576014,63.9,63.6
eurlex4k,distilbert,1724927849.7030048,48.7,63.3
eurlex4k,distilbert,1724928052.5203605,56.7,63.5
eurlex4k,distilbert,1724928258.481101,73.4,63.3
eurlex4k,distilbert,1724928464.087629,76.0,62.6
eurlex4k,distilbert,1724928665.3297205,76.2,63.7
eurlex4k,distilbert,1724928868.6629658,62.0,63.6
eurlex4k,distilbert,1724929072.9696546,49.0,63.8
eurlex4k,roberta,1724930335.8615618,48.3,62.3
eurlex4k,roberta,1724930583.8499615,81.6,62.6
eurlex4k,roberta,1724930829.1659238,58.5,62.9
eurlex4k,roberta,1724931075.3601437,56.4,63.2
eurlex4k,roberta,1724931320.9135113,54.2,64.0
eurlex4k,roberta,1724931567.3194005,47.8,63.3
eurlex4k,roberta,1724931812.729646,40.0,64.1
eurlex4k,roberta,1724932058.273879,58.7,65.1
eurlex4k,roberta,1724932301.8560832,79.7,64.9
eurlex4k,roberta,1724932545.9906027,80.4,65.0
eurlex4k,roberta,1724932789.881807,65.6,64.8
eurlex4k,roberta,1724933045.6370502,65.0,65.6
eurlex4k,roberta,1724933299.05779,85.6,65.8
eurlex4k,roberta,1724933551.7189672,57.7,65.0
eurlex4k,roberta,1724933802.1637225,42.9,63.8
eurlex4k,roberta,1724934050.7477913,43.1,60.4
eurlex4k,roberta,1724934298.5207446,47.9,60.5
eurlex4k,roberta,1724934549.8651333,75.8,61.3
eurlex4k,roberta,1724934802.4025118,81.8,61.4
eurlex4k,roberta,1724935054.617653,68.0,61.3
eurlex4k,roberta,1724935303.015742,83.1,61.1
eurlex4k,roberta,1724935552.5343735,40.9,60.5
eurlex4k,roberta,1724935804.0978637,67.1,61.5
eurlex4k,roberta,1724936053.0437522,41.4,60.7
eurlex4k,roberta,1724936302.0738676,44.4,60.7
wiki31k,bert-base,1724939063.105871,45.6,60.6
wiki31k,bert-base,1724939394.4291866,47.3,62.3
wiki31k,bert-base,1724939725.0648274,55.2,62.3
wiki31k,bert-base,1724940055.2314413,67.2,62.2
wiki31k,bert-base,1724940382.7489595,78.7,62.2
wiki31k,bert-base,1724940712.96513,49.6,62.1
wiki31k,bert-base,1724941045.2097106,58.4,62.6
wiki31k,bert-base,1724941376.062704,56.6,62.2
wiki31k,bert-base,1724941707.1328237,77.8,62.3
wiki31k,bert-base,1724942038.3050623,77.5,62.4
wiki31k,bert-base,1724942369.8011427,52.9,62.3
wiki31k,bert-base,1724942713.6555264,55.7,63.9
wiki31k,bert-base,1724943052.4774785,65.5,63.9
wiki31k,bert-base,1724943392.6643949,80.1,63.8
wiki31k,bert-base,1724943732.6897583,57.8,63.9
wiki31k,bert-base,1724944073.9302902,69.3,64.1
wiki31k,bert-base,1724944415.708811,75.7,64.0
wiki31k,bert-base,1724944755.2471018,66.1,64.0
wiki31k,bert-base,1724945092.3883202,48.3,64.1
wiki31k,bert-base,1724945424.9576387,41.8,44.2
wiki31k,bert-base,1724945748.2545812,41.4,43.4
wiki31k,bert-base,1724946072.906389,42.0,43.4
wiki31k,bert-base,1724946396.2563188,43.8,43.5
wiki31k,bert-base,1724946718.3483906,42.5,43.5
wiki31k,bert-base,1724947037.675984,5.2,46.9
wiki31k,bert-base,1724947357.8867455,3.1,46.9
wiki31k,bert-base,1724947677.6937287,5.4,46.9
wiki31k,bert-base,1724947999.943785,3.7,47.9
wiki31k,bert-base,1724948329.4085186,23.1,50.5
wiki31k,bert-base,1724948657.1283116,19.8,50.4
wiki31k,bert-base,1724948988.161698,30.8,50.6
wiki31k,bert-base,1724949319.9041836,42.9,50.7
wiki31k,bert-base,1724949650.9602535,29.8,50.7
wiki31k,bert-base,1724949974.971385,16.5,50.5
wiki31k,bert-base,1724950299.583243,22.0,50.6
wiki31k,distilbert,1724954460.505952,43.5,49.0
wiki31k,distilbert,1724954704.1356819,42.0,49.4
wiki31k,distilbert,1724954945.6180172,26.8,49.5
wiki31k,distilbert,1724955182.0613987,12.6,49.7
wiki31k,distilbert,1724955417.2698479,32.1,49.2
wiki31k,distilbert,1724955652.6230385,39.6,49.4
wiki31k,distilbert,1724955885.6242087,26.8,49.4
wiki31k,distilbert,1724956118.9631639,10.6,49.4
wiki31k,distilbert,1724956360.3269951,31.5,49.6
wiki31k,distilbert,1724956594.779201,48.9,49.5
wiki31k,distilbert,1724956832.7805164,29.4,49.4
wiki31k,distilbert,1724957082.591924,27.4,50.0
wiki31k,distilbert,1724957329.358888,21.7,50.0
wiki31k,distilbert,1724957575.6981063,24.4,50.1
wiki31k,distilbert,1724957823.11688,19.4,49.9
wiki31k,distilbert,1724958066.6536121,6.2,49.5
wiki31k,distilbert,1724958306.6218636,29.7,50.2
wiki31k,distilbert,1724958547.453584,30.7,50.2
wiki31k,distilbert,1724958788.5252376,28.6,50.2
wiki31k,distilbert,1724959030.4441411,39.2,50.1
wiki31k,distilbert,1724959276.1220367,44.6,50.3
wiki31k,distilbert,1724959518.2881021,7.1,49.5
wiki31k,distilbert,1724959759.955395,6.5,50.0
wiki31k,distilbert,1724960003.357711,18.1,50.3
wiki31k,distilbert,1724960245.6969306,27.9,50.3
wiki31k,distilbert,1724960486.608076,21.5,50.3
wiki31k,distilbert,1724960726.5330112,32.3,50.2
wiki31k,distilbert,1724960962.6063302,4.4,51.0
wiki31k,distilbert,1724961194.3897498,5.0,57.4
wiki31k,distilbert,1724961429.415213,31.7,60.7
wiki31k,distilbert,1724961665.8394647,7.6,59.9
wiki31k,distilbert,1724961898.6842413,11.9,60.9
wiki31k,distilbert,1724962135.0279765,23.5,61.3
wiki31k,distilbert,1724962372.1861827,5.3,60.7
wiki31k,distilbert,1724962605.4044492,34.2,60.8
wiki31k,xlnet,1724965902.1321425,5.9,58.1
wiki31k,xlnet,1724966853.4136982,52.4,49.7
wiki31k,xlnet,1724967811.066938,58.0,49.5
wiki31k,xlnet,1724968784.7241292,46.5,50.1
wiki31k,xlnet,1724969774.2080648,76.9,51.2
wiki31k,xlnet,1724970757.2998989,76.2,51.5
wiki31k,xlnet,1724971742.9942105,67.4,52.7
wiki31k,xlnet,1724972727.3452191,55.0,50.8
wiki31k,xlnet,1724973710.8969903,51.3,51.8
wiki31k,xlnet,1724974690.45874,70.5,53.3
wiki31k,xlnet,1724975671.743123,59.4,52.8
wiki31k,xlnet,1724976675.452053,39.3,51.8
wiki31k,xlnet,1724977660.5074425,60.3,53.6
wiki31k,xlnet,1724978633.7697425,46.1,53.8
wiki31k,xlnet,1724979625.2314956,62.6,54.0
wiki31k,xlnet,1724980624.979809,55.1,54.4
wiki31k,xlnet,1724981621.0010338,74.5,54.8
wiki31k,xlnet,1724982615.9312465,54.9,53.9
wiki31k,xlnet,1724983604.9563823,61.1,54.5
wiki31k,xlnet,1724984596.935823,81.0,55.0
wiki31k,xlnet,1724985596.4230917,54.2,56.2
wiki31k,xlnet,1724986568.1065047,67.1,62.7
wiki31k,xlnet,1724987578.0674355,81.2,63.1
wiki31k,xlnet,1724988587.2637959,44.5,63.5
wiki31k,xlnet,1724989598.6031394,79.9,63.9
wiki31k,xlnet,1724990611.0978363,45.1,63.5
wiki31k,xlnet,1724991621.5465388,63.0,63.5
wiki31k,xlnet,1724992639.501109,60.6,64.0
wiki31k,xlnet,1724993656.1201086,45.0,62.9
wiki31k,xlnet,1724994641.0681481,31.7,67.1
wiki31k,xlnet,1724995574.359849,16.6,67.3
wiki31k,xlnet,1724996507.3825042,28.0,67.0
wiki31k,xlnet,1724997437.5173688,7.8,67.0
wiki31k,xlnet,1724998374.067818,6.3,66.8
wiki31k,xlnet,1724999312.5846405,13.3,67.1
wiki31k,Roberta,1725011017.2182608,36.8,37.4
wiki31k,Roberta,1725011393.4457734,38.2,37.9
wiki31k,Roberta,1725011792.3008986,70.4,41.4
wiki31k,Roberta,1725012190.8517497,80.7,41.9
wiki31k,Roberta,1725012588.2330253,86.6,41.9
wiki31k,Roberta,1725012986.61195,78.0,42.1
wiki31k,Roberta,1725013384.4809177,48.8,42.0
wiki31k,Roberta,1725013781.9512508,79.4,42.3
wiki31k,Roberta,1725014181.0930812,70.7,42.6
wiki31k,Roberta,1725014581.8091846,71.8,42.5
wiki31k,Roberta,1725014980.1626601,52.0,42.4
wiki31k,Roberta,1725015395.8651142,72.3,43.6
wiki31k,Roberta,1725015808.3969917,58.8,44.2
wiki31k,Roberta,1725016224.0690005,73.4,43.9
wiki31k,Roberta,1725016635.330927,79.2,43.8
wiki31k,Roberta,1725017047.4652212,62.7,44.0
wiki31k,Roberta,1725017458.742322,74.9,44.4
wiki31k,Roberta,1725017872.7700574,57.1,44.1
wiki31k,Roberta,1725018286.9579248,65.7,44.5
wiki31k,Roberta,1725018702.8967779,75.3,44.3
wiki31k,Roberta,1725019113.1159594,72.4,44.5
wiki31k,Roberta,1725019523.493218,50.1,44.6
wiki31k,Roberta,1725019938.159047,71.1,44.5
wiki31k,Roberta,1725020348.2328308,58.3,44.7
wiki31k,Roberta,1725020759.6946154,70.8,44.7
wiki31k,Roberta,1725021172.512448,65.7,45.1
wiki31k,Roberta,1725021584.4767802,60.6,45.2
wiki31k,Roberta,1725022000.5422654,73.6,45.2
wiki31k,Roberta,1725022412.9471636,68.2,45.3
wiki31k,Roberta,1725022820.7489002,66.1,45.4
wiki31k,Roberta,1725023226.7781446,75.7,45.1
wiki31k,Roberta,1725023638.5856571,56.4,45.1
wiki31k,Roberta,1725024048.3261049,86.4,45.2
wiki31k,Roberta,1725024436.261385,43.2,49.8
wiki31k,Roberta,1725024832.3017712,45.8,54.9
wiki31k,distilbert,1725031117.3632305,72.6,54.4
wiki31k,distilbert,1725031403.832007,78.3,55.3
wiki31k,distilbert,1725031693.5397878,47.9,55.3
wiki31k,distilbert,1725031979.391097,81.0,50.6
wiki31k,distilbert,1725032264.6007006,46.5,51.1
wiki31k,distilbert,1725032550.567852,57.1,51.9
wiki31k,distilbert,1725032836.3950062,73.1,52.1
wiki31k,distilbert,1725033121.2090244,65.3,52.9
wiki31k,distilbert,1725033405.2653866,51.0,51.3
wiki31k,distilbert,1725033691.3186562,66.9,51.7
wiki31k,distilbert,1725033975.9142597,47.0,52.5
wiki31k,distilbert,1725034272.0845234,45.3,53.4
wiki31k,distilbert,1725034565.3797634,57.0,51.8
wiki31k,distilbert,1725034845.9643822,5.3,55.6
wiki31k,distilbert,1725035124.763408,14.8,55.8
wiki31k,distilbert,1725035406.519292,16.7,56.7
wiki31k,distilbert,1725035688.5012012,31.2,56.8
wiki31k,distilbert,1725035968.5620906,11.0,55.3
wiki31k,distilbert,1725036257.7772381,9.3,55.4
wiki31k,distilbert,1725036531.3659592,6.6,56.4
wiki31k,distilbert,1725036805.225722,28.3,57.1
wiki31k,distilbert,1725037074.7218132,6.5,54.3
wiki31k,distilbert,1725037345.442859,15.8,55.4
wiki31k,distilbert,1725037623.3957434,44.3,55.7
wiki31k,distilbert,1725037896.7735023,6.6,56.6
wiki31k,distilbert,1725038166.5917308,8.9,57.0
wiki31k,distilbert,1725038437.3137267,6.5,56.8
wiki31k,distilbert,1725038708.0974858,17.7,55.1
wiki31k,distilbert,1725038981.7589912,15.6,55.6
wiki31k,distilbert,1725039253.2340248,6.8,56.1
wiki31k,distilbert,1725039526.6856349,5.9,56.5
wiki31k,distilbert,1725039796.281972,8.6,57.0
wiki31k,distilbert,1725040070.3245845,6.3,56.8
wiki31k,distilbert,1725040342.9826841,41.3,55.1
wiki31k,distilbert,1725040611.350603,6.8,55.9
